Fecha,Dia_Semana,Mes,Anio,Dia_Anio,Es_Feriado,Temperatura_Max_Prevista,Promocion_Croissant,Precio_Nuestro,Precio_Competencia,Cantidad_Vendida
2021-02-08,lunes,2,2021,39,0,32.8,0,1.48,1.46,94
2021-02-09,martes,2,2021,40,0,30.5,0,1.5,1.54,97
2021-02-10,miércoles,2,2021,41,0,27.9,1,1.49,1.54,158
2021-02-11,jueves,2,2021,42,0,30.2,0,1.47,1.46,90
2021-02-12,viernes,2,2021,43,0,30.8,0,1.49,1.4,130
2021-02-13,sábado,2,2021,44,0,30.0,0,1.47,1.54,130
2021-02-14,domingo,2,2021,45,0,25.6,0,1.47,1.39,142
2021-02-15,lunes,2,2021,46,0,27.2,1,1.49,1.56,158
2021-02-16,martes,2,2021,47,0,28.0,0,1.49,1.44,81
2021-02-17,miércoles,2,2021,48,0,28.3,0,1.46,1.44,96
2021-02-18,jueves,2,2021,49,0,29.6,0,1.51,1.53,99
2021-02-19,viernes,2,2021,50,0,28.6,0,1.5,1.55,128
2021-02-20,sábado,2,2021,51,0,25.5,1,1.47,1.48,220
2021-02-21,domingo,2,2021,52,0,28.8,0,1.45,1.4,128
2021-02-22,lunes,2,2021,53,0,29.2,0,1.48,1.58,74
2021-02-23,martes,2,2021,54,0,29.0,0,1.48,1.62,108
2021-02-24,miércoles,2,2021,55,0,29.9,0,1.49,1.44,84
2021-02-25,jueves,2,2021,56,0,29.3,0,1.48,1.56,105
2021-02-26,viernes,2,2021,57,0,28.4,0,1.45,1.58,120
2021-02-27,sábado,2,2021,58,0,27.2,0,1.48,1.47,142
2021-02-28,domingo,2,2021,59,0,23.9,0,1.48,1.43,144
2021-03-01,lunes,3,2021,60,0,28.0,0,1.5,1.57,98
2021-03-02,martes,3,2021,61,0,27.4,0,1.47,1.46,86
2021-03-03,miércoles,3,2021,62,0,27.4,0,1.52,1.56,95
2021-03-04,jueves,3,2021,63,0,24.2,1,1.45,1.42,152
2021-03-05,viernes,3,2021,64,0,24.5,0,1.51,1.44,119
2021-03-06,sábado,3,2021,65,0,28.6,0,1.48,1.54,130
2021-03-07,domingo,3,2021,66,0,26.3,0,1.5,1.49,134
2021-03-08,lunes,3,2021,67,0,27.6,0,1.49,1.49,92
2021-03-09,martes,3,2021,68,0,26.2,0,1.51,1.53,95
2021-03-10,miércoles,3,2021,69,0,26.0,0,1.48,1.43,85
2021-03-11,jueves,3,2021,70,0,27.7,0,1.46,1.54,95
2021-03-12,viernes,3,2021,71,0,24.7,0,1.51,1.56,116
2021-03-13,sábado,3,2021,72,0,25.8,0,1.48,1.52,126
2021-03-14,domingo,3,2021,73,0,24.5,0,1.49,1.47,140
2021-03-15,lunes,3,2021,74,0,24.4,0,1.51,1.43,86
2021-03-16,martes,3,2021,75,0,24.5,0,1.46,1.48,91
2021-03-17,miércoles,3,2021,76,0,25.4,0,1.5,1.44,86
2021-03-18,jueves,3,2021,77,0,23.9,0,1.47,1.62,93
2021-03-19,viernes,3,2021,78,0,27.2,0,1.48,1.48,105
2021-03-20,sábado,3,2021,79,0,22.7,0,1.49,1.54,144
2021-03-21,domingo,3,2021,80,0,24.0,0,1.46,1.47,135
2021-03-22,lunes,3,2021,81,0,23.3,1,1.47,1.51,156
2021-03-23,martes,3,2021,82,0,27.0,0,1.51,1.42,85
2021-03-24,miércoles,3,2021,83,0,24.3,0,1.5,1.57,92
2021-03-25,jueves,3,2021,84,0,25.8,0,1.48,1.44,99
2021-03-26,viernes,3,2021,85,0,20.6,1,1.49,1.61,190
2021-03-27,sábado,3,2021,86,0,24.0,0,1.48,1.45,144
2021-03-28,domingo,3,2021,87,0,25.0,0,1.51,1.6,136
2021-03-29,lunes,3,2021,88,0,23.3,1,1.48,1.6,147
2021-03-30,martes,3,2021,89,0,25.1,0,1.49,1.5,76
2021-03-31,miércoles,3,2021,90,0,21.7,0,1.51,1.64,92
2021-04-01,jueves,4,2021,91,0,25.4,1,1.47,1.39,146
2021-04-02,viernes,4,2021,92,1,27.0,0,1.52,1.6,153
2021-04-03,sábado,4,2021,93,0,21.5,0,1.45,1.46,134
2021-04-04,domingo,4,2021,94,0,21.2,0,1.52,1.51,132
2021-04-05,lunes,4,2021,95,0,24.8,0,1.48,1.48,81
2021-04-06,martes,4,2021,96,0,24.9,0,1.48,1.41,84
2021-04-07,miércoles,4,2021,97,0,20.5,0,1.45,1.51,87
2021-04-08,jueves,4,2021,98,0,20.6,1,1.48,1.43,161
2021-04-09,viernes,4,2021,99,0,20.7,1,1.46,1.57,183
2021-04-10,sábado,4,2021,100,0,18.4,0,1.47,1.5,124
2021-04-11,domingo,4,2021,101,0,19.1,0,1.48,1.61,135
2021-04-12,lunes,4,2021,102,0,18.7,0,1.5,1.49,85
2021-04-13,martes,4,2021,103,0,19.0,0,1.49,1.53,85
2021-04-14,miércoles,4,2021,104,0,20.3,1,1.49,1.54,167
2021-04-15,jueves,4,2021,105,0,20.7,0,1.46,1.53,76
2021-04-16,viernes,4,2021,106,0,23.2,0,1.47,1.4,106
2021-04-17,sábado,4,2021,107,0,17.9,0,1.52,1.46,117
2021-04-18,domingo,4,2021,108,0,21.7,0,1.47,1.43,119
2021-04-19,lunes,4,2021,109,0,19.1,0,1.52,1.6,79
2021-04-20,martes,4,2021,110,0,19.3,0,1.48,1.43,84
2021-04-21,miércoles,4,2021,111,0,20.5,0,1.49,1.54,88
2021-04-22,jueves,4,2021,112,0,16.8,0,1.51,1.49,99
2021-04-23,viernes,4,2021,113,0,19.6,0,1.51,1.63,102
2021-04-24,sábado,4,2021,114,0,19.0,0,1.48,1.63,139
2021-04-25,domingo,4,2021,115,0,19.5,0,1.48,1.51,122
2021-04-26,lunes,4,2021,116,0,18.9,0,1.48,1.43,65
2021-04-27,martes,4,2021,117,0,23.1,0,1.49,1.45,69
2021-04-28,miércoles,4,2021,118,0,16.7,0,1.5,1.44,82
2021-04-29,jueves,4,2021,119,0,16.8,0,1.49,1.41,96
2021-04-30,viernes,4,2021,120,0,16.4,0,1.5,1.59,110
2021-05-01,sábado,5,2021,121,1,16.4,0,1.52,1.55,149
2021-05-02,domingo,5,2021,122,0,16.1,1,1.49,1.61,175
2021-05-03,lunes,5,2021,123,0,19.5,0,1.49,1.53,84
2021-05-04,martes,5,2021,124,0,19.8,0,1.45,1.49,69
2021-05-05,miércoles,5,2021,125,0,15.7,0,1.43,1.47,71
2021-05-06,jueves,5,2021,126,0,15.0,0,1.49,1.51,81
2021-05-07,viernes,5,2021,127,0,17.5,0,1.48,1.45,97
2021-05-08,sábado,5,2021,128,0,15.3,0,1.47,1.46,113
2021-05-09,domingo,5,2021,129,0,17.5,0,1.49,1.56,113
2021-05-10,lunes,5,2021,130,0,16.4,0,1.48,1.53,66
2021-05-11,martes,5,2021,131,0,12.8,0,1.51,1.64,76
2021-05-12,miércoles,5,2021,132,0,18.8,0,1.49,1.42,72
2021-05-13,jueves,5,2021,133,0,19.2,0,1.47,1.44,80
2021-05-14,viernes,5,2021,134,0,14.2,1,1.51,1.56,155
2021-05-15,sábado,5,2021,135,0,14.5,0,1.48,1.51,111
2021-05-16,domingo,5,2021,136,0,15.7,0,1.5,1.45,113
2021-05-17,lunes,5,2021,137,0,15.6,0,1.48,1.56,68
2021-05-18,martes,5,2021,138,0,16.1,0,1.47,1.65,74
2021-05-19,miércoles,5,2021,139,0,18.7,1,1.49,1.55,136
2021-05-20,jueves,5,2021,140,0,14.2,1,1.49,1.48,143
2021-05-21,viernes,5,2021,141,0,12.8,1,1.49,1.56,153
2021-05-22,sábado,5,2021,142,0,11.5,0,1.48,1.54,118
2021-05-23,domingo,5,2021,143,0,12.6,0,1.45,1.46,114
2021-05-24,lunes,5,2021,144,0,13.9,0,1.48,1.5,77
2021-05-25,martes,5,2021,145,0,17.4,0,1.5,1.59,65
2021-05-26,miércoles,5,2021,146,0,12.7,1,1.48,1.46,143
2021-05-27,jueves,5,2021,147,0,14.0,1,1.48,1.51,145
2021-05-28,viernes,5,2021,148,0,13.4,1,1.5,1.47,159
2021-05-29,sábado,5,2021,149,0,15.7,0,1.47,1.52,121
2021-05-30,domingo,5,2021,150,0,18.2,0,1.45,1.4,103
2021-05-31,lunes,5,2021,151,0,12.0,0,1.48,1.54,72
2021-06-01,martes,6,2021,152,0,11.9,1,1.33,1.28,126
2021-06-02,miércoles,6,2021,153,0,14.9,0,1.32,1.21,63
2021-06-03,jueves,6,2021,154,0,14.1,0,1.33,1.18,59
2021-06-04,viernes,6,2021,155,0,16.3,0,1.35,1.23,90
2021-06-05,sábado,6,2021,156,0,13.6,0,1.34,1.2,97
2021-06-06,domingo,6,2021,157,0,11.6,1,1.34,1.16,146
2021-06-07,lunes,6,2021,158,0,13.4,0,1.37,1.27,60
2021-06-08,martes,6,2021,159,0,14.3,0,1.33,1.24,71
2021-06-09,miércoles,6,2021,160,0,13.7,0,1.34,1.24,60
2021-06-10,jueves,6,2021,161,0,12.9,0,1.33,1.17,72
2021-06-11,viernes,6,2021,162,0,14.0,0,1.32,1.18,90
2021-06-12,sábado,6,2021,163,0,14.1,0,1.33,1.21,114
2021-06-13,domingo,6,2021,164,0,14.4,0,1.33,1.37,99
2021-06-14,lunes,6,2021,165,0,12.8,0,1.34,1.34,51
2021-06-15,martes,6,2021,166,0,11.1,0,1.38,1.32,40
2021-06-16,miércoles,6,2021,167,0,11.6,0,1.32,1.23,61
2021-06-17,jueves,6,2021,168,0,13.7,0,1.33,1.12,74
2021-06-18,viernes,6,2021,169,0,9.6,1,1.34,1.37,138
2021-06-19,sábado,6,2021,170,0,11.8,0,1.34,1.24,113
2021-06-20,domingo,6,2021,171,0,10.2,0,1.34,1.22,89
2021-06-21,lunes,6,2021,172,0,11.0,0,1.36,1.33,60
2021-06-22,martes,6,2021,173,0,13.4,0,1.29,1.12,62
2021-06-23,miércoles,6,2021,174,0,11.2,0,1.29,1.24,59
2021-06-24,jueves,6,2021,175,0,10.8,1,1.33,1.26,133
2021-06-25,viernes,6,2021,176,0,8.0,0,1.36,1.2,77
2021-06-26,sábado,6,2021,177,0,12.1,1,1.31,1.19,169
2021-06-27,domingo,6,2021,178,0,11.9,0,1.28,1.11,99
2021-06-28,lunes,6,2021,179,0,14.8,0,1.35,1.29,59
2021-06-29,martes,6,2021,180,0,9.8,0,1.34,1.25,70
2021-06-30,miércoles,6,2021,181,0,10.8,0,1.31,1.21,68
2021-07-01,jueves,7,2021,182,0,10.9,0,1.32,1.15,57
2021-07-02,viernes,7,2021,183,0,13.5,0,1.32,1.22,79
2021-07-03,sábado,7,2021,184,0,10.1,0,1.34,1.24,104
2021-07-04,domingo,7,2021,185,0,10.8,0,1.32,1.22,95
2021-07-05,lunes,7,2021,186,0,11.4,0,1.35,1.2,73
2021-07-06,martes,7,2021,187,0,10.5,1,1.28,1.12,137
2021-07-07,miércoles,7,2021,188,0,9.2,0,1.32,1.32,46
2021-07-08,jueves,7,2021,189,0,10.5,1,1.31,1.27,121
2021-07-09,viernes,7,2021,190,0,12.2,0,1.33,1.18,63
2021-07-10,sábado,7,2021,191,0,8.0,0,1.33,1.25,102
2021-07-11,domingo,7,2021,192,0,10.3,0,1.35,1.24,78
2021-07-12,lunes,7,2021,193,0,8.6,0,1.3,1.22,48
2021-07-13,martes,7,2021,194,0,12.4,0,1.34,1.24,42
2021-07-14,miércoles,7,2021,195,0,7.0,1,1.35,1.3,132
2021-07-15,jueves,7,2021,196,0,8.9,0,1.37,1.24,63
2021-07-16,viernes,7,2021,197,0,10.8,0,1.33,1.29,83
2021-07-17,sábado,7,2021,198,0,13.1,0,1.34,1.22,103
2021-07-18,domingo,7,2021,199,0,9.9,0,1.3,1.22,84
2021-07-19,lunes,7,2021,200,0,8.9,0,1.29,1.07,56
2021-07-20,martes,7,2021,201,0,13.8,0,1.35,1.3,71
2021-07-21,miércoles,7,2021,202,0,7.1,0,1.34,1.26,63
2021-07-22,jueves,7,2021,203,0,5.6,0,1.36,1.29,61
2021-07-23,viernes,7,2021,204,0,10.9,0,1.31,1.2,68
2021-07-24,sábado,7,2021,205,0,9.1,0,1.35,1.26,97
2021-07-25,domingo,7,2021,206,0,8.1,0,1.37,1.26,97
2021-07-26,lunes,7,2021,207,0,11.5,0,1.35,1.23,62
2021-07-27,martes,7,2021,208,0,10.6,0,1.34,1.18,55
2021-07-28,miércoles,7,2021,209,0,9.1,1,1.34,1.2,138
2021-07-29,jueves,7,2021,210,0,7.7,0,1.31,1.29,72
2021-07-30,viernes,7,2021,211,0,12.0,0,1.36,1.31,84
2021-07-31,sábado,7,2021,212,0,11.6,0,1.32,1.21,99
2021-08-01,domingo,8,2021,213,0,10.1,0,1.35,1.28,100
2021-08-02,lunes,8,2021,214,0,14.1,1,1.31,1.17,114
2021-08-03,martes,8,2021,215,0,8.3,0,1.31,1.15,57
2021-08-04,miércoles,8,2021,216,0,7.4,0,1.37,1.18,63
2021-08-05,jueves,8,2021,217,0,9.2,0,1.33,1.31,83
2021-08-06,viernes,8,2021,218,0,10.5,0,1.37,1.2,70
2021-08-07,sábado,8,2021,219,0,11.2,1,1.34,1.19,165
2021-08-08,domingo,8,2021,220,0,10.2,0,1.3,1.16,109
2021-08-09,lunes,8,2021,221,0,11.5,1,1.35,1.26,124
2021-08-10,martes,8,2021,222,0,8.4,0,1.32,1.17,63
2021-08-11,miércoles,8,2021,223,0,13.8,0,1.35,1.19,66
2021-08-12,jueves,8,2021,224,0,10.8,0,1.34,1.24,78
2021-08-13,viernes,8,2021,225,0,13.3,0,1.31,1.25,75
2021-08-14,sábado,8,2021,226,0,11.9,0,1.34,1.25,97
2021-08-15,domingo,8,2021,227,0,12.2,0,1.38,1.33,98
2021-08-16,lunes,8,2021,228,0,12.5,0,1.35,1.25,40
2021-08-17,martes,8,2021,229,0,12.3,0,1.34,1.14,65
2021-08-18,miércoles,8,2021,230,0,12.8,0,1.36,1.3,73
2021-08-19,jueves,8,2021,231,0,14.3,1,1.34,1.17,132
2021-08-20,viernes,8,2021,232,0,12.1,0,1.34,1.23,79
2021-08-21,sábado,8,2021,233,0,13.2,0,1.31,1.2,107
2021-08-22,domingo,8,2021,234,0,11.7,0,1.34,1.27,99
2021-08-23,lunes,8,2021,235,0,14.9,0,1.36,1.36,61
2021-08-24,martes,8,2021,236,0,10.7,0,1.32,1.3,64
2021-08-25,miércoles,8,2021,237,0,15.8,1,1.37,1.35,139
2021-08-26,jueves,8,2021,238,0,12.2,0,1.33,1.22,75
2021-08-27,viernes,8,2021,239,0,9.6,0,1.32,1.23,87
2021-08-28,sábado,8,2021,240,0,12.8,0,1.36,1.28,103
2021-08-29,domingo,8,2021,241,0,11.3,1,1.33,1.2,164
2021-08-30,lunes,8,2021,242,0,14.5,0,1.35,1.19,45
2021-08-31,martes,8,2021,243,0,11.6,0,1.33,1.24,57
2021-09-01,miércoles,9,2021,244,0,12.1,0,1.48,1.61,83
2021-09-02,jueves,9,2021,245,0,9.4,1,1.5,1.45,134
2021-09-03,viernes,9,2021,246,0,12.4,0,1.49,1.49,94
2021-09-04,sábado,9,2021,247,0,8.5,0,1.45,1.46,122
2021-09-05,domingo,9,2021,248,0,10.4,0,1.46,1.54,103
2021-09-06,lunes,9,2021,249,0,15.2,0,1.5,1.53,67
2021-09-07,martes,9,2021,250,0,15.4,0,1.48,1.55,68
2021-09-08,miércoles,9,2021,251,0,14.8,0,1.47,1.45,67
2021-09-09,jueves,9,2021,252,0,12.1,0,1.46,1.5,97
2021-09-10,viernes,9,2021,253,0,14.1,0,1.46,1.33,83
2021-09-11,sábado,9,2021,254,0,14.3,0,1.44,1.57,129
2021-09-12,domingo,9,2021,255,0,12.2,0,1.48,1.52,105
2021-09-13,lunes,9,2021,256,0,17.6,0,1.47,1.48,59
2021-09-14,martes,9,2021,257,0,16.5,0,1.47,1.48,68
2021-09-15,miércoles,9,2021,258,0,14.5,0,1.48,1.52,78
2021-09-16,jueves,9,2021,259,0,15.1,0,1.49,1.39,82
2021-09-17,viernes,9,2021,260,0,15.6,0,1.53,1.61,106
2021-09-18,sábado,9,2021,261,0,11.3,0,1.46,1.41,140
2021-09-19,domingo,9,2021,262,0,15.0,0,1.51,1.48,108
2021-09-20,lunes,9,2021,263,0,14.3,0,1.5,1.44,60
2021-09-21,martes,9,2021,264,0,13.8,0,1.47,1.5,72
2021-09-22,miércoles,9,2021,265,0,15.4,0,1.49,1.51,70
2021-09-23,jueves,9,2021,266,0,19.8,0,1.48,1.51,85
2021-09-24,viernes,9,2021,267,0,17.6,0,1.49,1.59,84
2021-09-25,sábado,9,2021,268,0,15.3,0,1.52,1.56,136
2021-09-26,domingo,9,2021,269,0,17.8,0,1.5,1.63,117
2021-09-27,lunes,9,2021,270,0,19.6,0,1.5,1.54,54
2021-09-28,martes,9,2021,271,0,18.8,0,1.48,1.53,63
2021-09-29,miércoles,9,2021,272,0,17.2,0,1.46,1.43,78
2021-09-30,jueves,9,2021,273,0,16.0,0,1.48,1.53,88
2021-10-01,viernes,10,2021,274,0,18.9,0,1.51,1.51,94
2021-10-02,sábado,10,2021,275,0,18.4,0,1.45,1.54,138
2021-10-03,domingo,10,2021,276,0,19.6,0,1.46,1.5,105
2021-10-04,lunes,10,2021,277,0,19.2,0,1.49,1.4,77
2021-10-05,martes,10,2021,278,0,20.2,0,1.47,1.44,88
2021-10-06,miércoles,10,2021,279,0,17.2,0,1.47,1.57,83
2021-10-07,jueves,10,2021,280,0,21.1,0,1.48,1.49,78
2021-10-08,viernes,10,2021,281,0,19.0,0,1.46,1.51,107
2021-10-09,sábado,10,2021,282,0,23.0,0,1.47,1.47,123
2021-10-10,domingo,10,2021,283,0,17.6,0,1.5,1.58,126
2021-10-11,lunes,10,2021,284,1,22.6,0,1.46,1.36,120
2021-10-12,martes,10,2021,285,1,19.7,0,1.45,1.37,124
2021-10-13,miércoles,10,2021,286,0,18.2,0,1.47,1.53,70
2021-10-14,jueves,10,2021,287,0,18.7,0,1.5,1.64,94
2021-10-15,viernes,10,2021,288,0,19.2,0,1.48,1.5,104
2021-10-16,sábado,10,2021,289,0,20.9,0,1.48,1.42,119
2021-10-17,domingo,10,2021,290,0,21.2,0,1.49,1.52,122
2021-10-18,lunes,10,2021,291,0,19.2,0,1.45,1.52,90
2021-10-19,martes,10,2021,292,0,20.5,0,1.5,1.62,81
2021-10-20,miércoles,10,2021,293,0,25.0,0,1.49,1.59,85
2021-10-21,jueves,10,2021,294,0,24.3,0,1.48,1.38,86
2021-10-22,viernes,10,2021,295,0,21.9,0,1.51,1.46,93
2021-10-23,sábado,10,2021,296,0,21.3,0,1.46,1.48,147
2021-10-24,domingo,10,2021,297,0,21.6,0,1.51,1.64,119
2021-10-25,lunes,10,2021,298,0,22.8,0,1.49,1.45,83
2021-10-26,martes,10,2021,299,0,19.7,0,1.48,1.41,84
2021-10-27,miércoles,10,2021,300,0,21.4,0,1.48,1.49,84
2021-10-28,jueves,10,2021,301,0,18.7,0,1.48,1.42,93
2021-10-29,viernes,10,2021,302,0,23.0,1,1.51,1.49,162
2021-10-30,sábado,10,2021,303,0,23.7,0,1.46,1.44,116
2021-10-31,domingo,10,2021,304,0,21.6,0,1.47,1.54,119
2021-11-01,lunes,11,2021,305,1,25.9,0,1.51,1.6,148
2021-11-02,martes,11,2021,306,0,20.4,1,1.47,1.46,141
2021-11-03,miércoles,11,2021,307,0,20.1,0,1.5,1.59,89
2021-11-04,jueves,11,2021,308,0,23.7,1,1.52,1.58,172
2021-11-05,viernes,11,2021,309,0,25.5,0,1.48,1.49,125
2021-11-06,sábado,11,2021,310,0,26.9,0,1.5,1.52,143
2021-11-07,domingo,11,2021,311,0,22.8,0,1.46,1.46,141
2021-11-08,lunes,11,2021,312,0,26.0,1,1.5,1.45,150
2021-11-09,martes,11,2021,313,0,23.9,0,1.49,1.44,83
2021-11-10,miércoles,11,2021,314,0,23.8,0,1.49,1.43,87
2021-11-11,jueves,11,2021,315,0,26.1,0,1.47,1.51,102
2021-11-12,viernes,11,2021,316,0,25.8,0,1.45,1.51,115
2021-11-13,sábado,11,2021,317,0,21.5,0,1.5,1.56,143
2021-11-14,domingo,11,2021,318,0,27.7,0,1.44,1.56,138
2021-11-15,lunes,11,2021,319,0,27.7,0,1.48,1.45,86
2021-11-16,martes,11,2021,320,0,23.8,0,1.5,1.46,81
2021-11-17,miércoles,11,2021,321,0,26.0,0,1.49,1.46,85
2021-11-18,jueves,11,2021,322,0,26.4,0,1.52,1.51,100
2021-11-19,viernes,11,2021,323,0,26.1,0,1.51,1.45,117
2021-11-20,sábado,11,2021,324,0,24.6,0,1.47,1.51,144
2021-11-21,domingo,11,2021,325,0,24.5,0,1.49,1.59,146
2021-11-22,lunes,11,2021,326,0,25.9,0,1.48,1.45,99
2021-11-23,martes,11,2021,327,0,28.4,0,1.45,1.36,84
2021-11-24,miércoles,11,2021,328,0,27.3,0,1.47,1.55,85
2021-11-25,jueves,11,2021,329,0,25.6,0,1.47,1.42,85
2021-11-26,viernes,11,2021,330,0,28.0,0,1.44,1.5,107
2021-11-27,sábado,11,2021,331,0,20.9,0,1.49,1.53,149
2021-11-28,domingo,11,2021,332,0,29.0,0,1.48,1.58,139
2021-11-29,lunes,11,2021,333,0,23.4,1,1.45,1.45,146
2021-11-30,martes,11,2021,334,0,26.3,0,1.49,1.55,96
2021-12-01,miércoles,12,2021,335,0,24.9,0,1.5,1.4,97
2021-12-02,jueves,12,2021,336,0,24.7,1,1.49,1.51,179
2021-12-03,viernes,12,2021,337,0,29.7,0,1.48,1.48,121
2021-12-04,sábado,12,2021,338,0,26.5,0,1.5,1.51,129
2021-12-05,domingo,12,2021,339,0,28.3,0,1.5,1.49,128
2021-12-06,lunes,12,2021,340,1,27.6,0,1.49,1.52,170
2021-12-07,martes,12,2021,341,0,28.8,0,1.47,1.6,97
2021-12-08,miércoles,12,2021,342,1,28.1,0,1.49,1.52,130
2021-12-09,jueves,12,2021,343,0,25.5,1,1.51,1.58,160
2021-12-10,viernes,12,2021,344,0,30.1,0,1.47,1.39,109
2021-12-11,sábado,12,2021,345,0,27.2,0,1.53,1.58,143
2021-12-12,domingo,12,2021,346,0,25.2,0,1.47,1.47,130
2021-12-13,lunes,12,2021,347,0,27.6,1,1.49,1.57,174
2021-12-14,martes,12,2021,348,0,31.5,0,1.47,1.65,96
2021-12-15,miércoles,12,2021,349,0,30.3,0,1.49,1.45,98
2021-12-16,jueves,12,2021,350,0,28.0,0,1.45,1.57,87
2021-12-17,viernes,12,2021,351,0,28.1,0,1.47,1.42,106
2021-12-18,sábado,12,2021,352,0,28.2,0,1.46,1.41,139
2021-12-19,domingo,12,2021,353,0,33.1,0,1.49,1.53,130
2021-12-20,lunes,12,2021,354,0,29.8,0,1.51,1.5,93
2021-12-21,martes,12,2021,355,0,29.9,0,1.5,1.54,94
2021-12-22,miércoles,12,2021,356,0,31.2,0,1.44,1.4,89
2021-12-23,jueves,12,2021,357,0,29.7,0,1.53,1.51,96
2021-12-24,viernes,12,2021,358,0,28.8,0,1.49,1.58,112
2021-12-25,sábado,12,2021,359,1,28.9,0,1.47,1.52,199
2021-12-26,domingo,12,2021,360,0,29.3,0,1.49,1.56,125
2021-12-27,lunes,12,2021,361,0,29.4,0,1.49,1.54,98
2021-12-28,martes,12,2021,362,0,31.0,0,1.47,1.57,92
2021-12-29,miércoles,12,2021,363,0,29.7,0,1.49,1.44,93
2021-12-30,jueves,12,2021,364,0,31.1,0,1.47,1.33,89
2021-12-31,viernes,12,2021,365,0,29.5,0,1.48,1.43,103
2022-01-01,sábado,1,2022,1,1,29.9,0,1.52,1.54,208
2022-01-02,domingo,1,2022,2,0,25.8,0,1.5,1.56,142
2022-01-03,lunes,1,2022,3,0,31.6,0,1.53,1.56,76
2022-01-04,martes,1,2022,4,0,30.5,0,1.54,1.59,96
2022-01-05,miércoles,1,2022,5,0,31.8,0,1.54,1.51,106
2022-01-06,jueves,1,2022,6,1,24.1,0,1.55,1.55,172
2022-01-07,viernes,1,2022,7,1,34.1,0,1.54,1.47,152
2022-01-08,sábado,1,2022,8,0,29.6,1,1.52,1.58,226
2022-01-09,domingo,1,2022,9,0,32.2,0,1.55,1.65,131
2022-01-10,lunes,1,2022,10,0,27.9,0,1.5,1.59,104
2022-01-11,martes,1,2022,11,0,31.2,0,1.51,1.46,106
2022-01-12,miércoles,1,2022,12,0,27.9,0,1.51,1.64,116
2022-01-13,jueves,1,2022,13,0,28.7,0,1.55,1.55,113
2022-01-14,viernes,1,2022,14,0,33.8,0,1.55,1.46,110
2022-01-15,sábado,1,2022,15,0,29.6,0,1.54,1.71,158
2022-01-16,domingo,1,2022,16,0,30.4,0,1.55,1.47,120
2022-01-17,lunes,1,2022,17,0,31.7,0,1.51,1.59,95
2022-01-18,martes,1,2022,18,0,31.0,0,1.54,1.47,98
2022-01-19,miércoles,1,2022,19,0,30.3,0,1.53,1.61,109
2022-01-20,jueves,1,2022,20,0,30.7,0,1.55,1.66,114
2022-01-21,viernes,1,2022,21,0,34.8,0,1.53,1.5,116
2022-01-22,sábado,1,2022,22,0,29.8,0,1.52,1.6,148
2022-01-23,domingo,1,2022,23,0,30.3,0,1.54,1.53,140
2022-01-24,lunes,1,2022,24,0,32.0,0,1.55,1.62,88
2022-01-25,martes,1,2022,25,0,32.1,0,1.52,1.48,86
2022-01-26,miércoles,1,2022,26,0,32.2,0,1.53,1.48,98
2022-01-27,jueves,1,2022,27,0,31.1,0,1.51,1.5,107
2022-01-28,viernes,1,2022,28,0,27.5,0,1.48,1.44,111
2022-01-29,sábado,1,2022,29,0,33.0,1,1.53,1.66,211
2022-01-30,domingo,1,2022,30,0,27.4,0,1.54,1.48,145
2022-01-31,lunes,1,2022,31,0,30.2,0,1.54,1.52,95
2022-02-01,martes,2,2022,32,0,28.1,0,1.49,1.49,116
2022-02-02,miércoles,2,2022,33,0,29.4,0,1.52,1.48,93
2022-02-03,jueves,2,2022,34,0,30.1,0,1.49,1.54,102
2022-02-04,viernes,2,2022,35,0,30.1,0,1.56,1.67,118
2022-02-05,sábado,2,2022,36,0,30.2,0,1.51,1.41,140
2022-02-06,domingo,2,2022,37,0,32.5,0,1.55,1.62,129
2022-02-07,lunes,2,2022,38,0,30.1,0,1.55,1.56,82
2022-02-08,martes,2,2022,39,0,28.7,0,1.51,1.48,91
2022-02-09,miércoles,2,2022,40,0,31.0,0,1.51,1.55,98
2022-02-10,jueves,2,2022,41,0,31.4,0,1.54,1.56,112
2022-02-11,viernes,2,2022,42,0,26.5,0,1.51,1.61,144
2022-02-12,sábado,2,2022,43,0,30.1,0,1.53,1.66,157
2022-02-13,domingo,2,2022,44,0,30.2,0,1.52,1.56,128
2022-02-14,lunes,2,2022,45,0,28.1,0,1.49,1.58,94
2022-02-15,martes,2,2022,46,0,31.4,1,1.49,1.58,147
2022-02-16,miércoles,2,2022,47,0,28.2,1,1.53,1.54,172
2022-02-17,jueves,2,2022,48,0,28.7,0,1.52,1.56,105
2022-02-18,viernes,2,2022,49,0,28.0,1,1.52,1.52,170
2022-02-19,sábado,2,2022,50,0,28.3,0,1.54,1.64,144
2022-02-20,domingo,2,2022,51,0,26.0,0,1.55,1.65,148
2022-02-21,lunes,2,2022,52,0,25.2,0,1.52,1.45,105
2022-02-22,martes,2,2022,53,0,31.1,0,1.52,1.53,91
2022-02-23,miércoles,2,2022,54,0,26.1,0,1.54,1.63,112
2022-02-24,jueves,2,2022,55,0,25.7,0,1.5,1.47,91
2022-02-25,viernes,2,2022,56,0,23.3,0,1.53,1.42,127
2022-02-26,sábado,2,2022,57,0,26.2,0,1.54,1.57,157
2022-02-27,domingo,2,2022,58,0,24.7,0,1.54,1.56,135
2022-02-28,lunes,2,2022,59,0,30.6,0,1.49,1.53,88
